Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,SOAP_getPlaylistsByMusica,2248,0,4,13.703290739323295,2.4279860000433473,548.242230000028,460.0,37.98521052872491,0.0,4,6,7,9,17,40,170,210,550,550,550
POST,SOAP_getPlaylistsByUsuario,2139,0,4,13.899611668070323,2.4131330000045637,536.8831329999466,359.0,36.143400943479804,0.0,4,6,7,9,15,40,180,210,520,540,540
POST,SOAP_getTodasMusicas,2146,0,16,32.49347890820233,8.892627000022912,762.8321739999819,113923.0,36.261682292990955,0.0,16,20,24,28,45,71,270,400,730,760,760
POST,SOAP_getTodosUsuarios,2155,0,17,33.56327963108997,8.968913999979122,761.2566589999687,104036.0,36.413758313791014,0.0,17,21,25,29,49,84,280,380,730,760,760
,Aggregated,8688,0,11,23.31907692011992,2.4131330000045637,762.8321739999819,54152.6610267035,146.80405207898667,0.0,11,15,18,21,35,69,210,340,720,760,760
