Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Post texto 400KB,3348,0,110,148.7589332401442,75.4804950001926,795.1744009997128,439442.0,67.98257771320446,0.0,110,120,150,180,260,380,510,650,780,800,800
,Aggregated,3348,0,110,148.7589332401442,75.4804950001926,795.1744009997128,439442.0,67.98257771320446,0.0,110,120,150,180,260,380,510,650,780,800,800
