Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,api-py-sem-redis,127,48,22000,22407.214875149577,1916.4142520003224,45551.901046999774,84593.23622047243,2.1660113425418057,0.8186499562362729,22000,26000,33000,37000,40000,42000,43000,43000,46000,46000,46000
,Aggregated,127,48,22000,22407.214875149577,1916.4142520003224,45551.901046999774,84593.23622047243,2.1660113425418057,0.8186499562362729,22000,26000,33000,37000,40000,42000,43000,43000,46000,46000,46000
