Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,api-py-redis,18868,0,100,421.75741310939014,9.133882999776688,5660.744402000091,89785.58766164935,319.2644793436845,0.0,100,120,130,150,1100,3100,4400,4800,5400,5700,5700
,Aggregated,18868,0,100,421.75741310939014,9.133882999776688,5660.744402000091,89785.58766164935,319.2644793436845,0.0,100,120,130,150,1100,3100,4400,4800,5400,5700,5700
