Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Imagem 300KB,7592,0,11,13.615708368939416,4.887087000042811,86.6799609998452,311564.0,154.48903637291502,0.0,11,13,14,14,17,31,51,57,82,87,87
,Aggregated,7592,0,11,13.615708368939416,4.887087000042811,86.6799609998452,311564.0,154.48903637291502,0.0,11,13,14,14,17,31,51,57,82,87,87
