Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Imagem 300KB,3564,0,13,15.231690923961523,5.222863999733818,75.04437000079633,311564.0,72.52212860608093,0.0,13,15,16,17,19,23,55,63,72,75,75
,Aggregated,3564,0,13,15.231690923961523,5.222863999733818,75.04437000079633,311564.0,72.52212860608093,0.0,13,15,16,17,19,23,55,63,72,75,75
