Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Post texto 400KB,3254,1479,800,2197.5567921591846,4.833168999994086,10811.23502499986,239428.49078057776,54.97376429692886,24.986538843010997,800,3600,4200,4600,5500,6500,8100,8900,10000,11000,11000
,Aggregated,3254,1479,800,2197.5567921591846,4.833168999994086,10811.23502499986,239428.49078057776,54.97376429692886,24.986538843010997,800,3600,4200,4600,5500,6500,8100,8900,10000,11000,11000
