Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,api-py-sem-redis,111,43,26000,25662.880174639642,2143.083084999489,44386.994479999885,93389.21621621621,1.885957943918419,0.7305963206170453,26000,33000,35000,37000,40000,42000,43000,44000,44000,44000,44000
,Aggregated,111,43,26000,25662.880174639642,2143.083084999489,44386.994479999885,93389.21621621621,1.885957943918419,0.7305963206170453,26000,33000,35000,37000,40000,42000,43000,44000,44000,44000,44000
