Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,playlist-musica,2133,0,4,31.662910053913517,1.6953370000010182,980.0544249999348,1381.0,35.993414478209814,0.0,4,7,9,11,39,210,410,560,870,980,980
POST,playlist-usuario,2133,0,4,31.518534372714626,1.5225829999963025,1286.9514550000076,279.0,35.993414478209814,0.0,4,6,8,11,37,210,410,620,1200,1300,1300
GET,todas-musicas,2149,0,9,34.50369652163927,2.6291420000461585,1295.1023190000797,54674.0,36.2634072731706,0.0,9,14,18,22,50,170,410,550,770,1300,1300
GET,todos-usuarios,2206,0,67,115.44668531958203,27.67610099999729,1294.132692000062,344303.0,37.225256605218405,0.0,67,95,120,140,220,380,630,770,1200,1300,1300
,Aggregated,8621,0,9,53.7744870202993,1.5225829999963025,1295.1023190000797,102142.16726597842,145.47549283480862,0.0,9,31,49,63,140,260,450,640,1200,1300,1300
