Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Post imagem 1MB,3874,0,76,107.4916052248324,26.95517799998015,418.44418499999847,30455.0,65.54863723242978,0.0,76,120,150,170,220,260,310,340,390,420,420
,Aggregated,3874,0,76,107.4916052248324,26.95517799998015,418.44418499999847,30455.0,65.54863723242978,0.0,76,120,150,170,220,260,310,340,390,420,420
