Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Post imagem 300KB,12736,0,130,236.33020777644717,68.91865099896677,1478.258185001323,31250.0,107.11940723336686,0.0,130,210,280,340,540,730,940,1100,1300,1500,1500
,Aggregated,12736,0,130,236.33020777644717,68.91865099896677,1478.258185001323,31250.0,107.11940723336686,0.0,130,210,280,340,540,730,940,1100,1300,1500,1500
